      x1        x2         z
    1.2983   -1.2175   -0.2616
    0.6334   -1.6039   -0.8355
   -1.6126   -1.7989    0.0414
    2.6557   -1.6039    0.9024
   -0.3145   -2.7585   -0.3678
   -0.6367   -1.6039   -0.7430
    0.6334   -2.7585   -0.3196
    2.2922    0.2967   -0.2069
    1.2983    2.5090    0.1452
   -2.9031   -1.7989    0.9256
    2.5464   -0.8417    0.5789
   -2.9031   -2.1076    0.7828
   -0.3145   -1.6039   -0.9791
         0    1.5818    1.0462
   -1.6126    1.5818   -0.0442
   -0.3145    2.5090    0.5141
   -1.1186   -1.7989   -0.4031
    0.6334   -0.3094   -0.2214
    1.2983    0.2967    0.0721
    0.8757    1.5818    0.6752
    2.2922   -2.1076    0.5794
   -2.0126    1.7479   -0.4512
   -2.7707    1.1519   -0.9231
   -0.6367    0.6294    0.4678
   -0.6367         0         0
   -0.9401         0         0
    2.2922    0.9298   -0.5643
   -1.7247    1.7479   -0.1611
   -0.9401    1.7479    0.6237
   -2.9031   -0.5556    0.5597
    2.2922   -1.2175    0.5803
    2.5464   -1.7989    0.8150
    0.3119    2.5090    0.5571
    1.5159    1.7479    0.0501
   -2.9031    1.9279   -0.8857
   -2.2586   -2.7585    0.2457
    0.6334    2.7486    0.2925
   -2.9031   -0.3094    0.2805
    2.6557    0.6294   -0.5403
   -2.9031    0.9298   -0.8269
    1.9283   -1.7989    0.3573
    1.2983   -0.5556   -0.1529
   -0.6367   -1.2175   -0.8171
    0.3119    0.9298    0.7170
    1.9283   -1.2175    0.3115
   -0.3145   -1.7989   -0.9383
   -2.2586   -2.1076    0.4956
   -1.7247    2.8169   -0.0474
    1.2983    2.8169    0.0887
    2.5464    0.6294   -0.5141
    0.3119   -0.8417   -0.7180
   -0.6367    1.5818    0.8359
   -2.2586   -2.2443    0.5293
    1.5159   -1.7989   -0.0514
   -1.7247   -0.8417    0.1095
   -2.2586    1.7479   -0.5653
    0.3119   -0.5556   -0.5508
    1.5159    0.2967    0.0167
   -0.3145    0.6294    0.5726
    2.5464   -2.1076    0.7373
   -2.9031    1.1519   -0.9724
    2.2922   -3.0138    0.0867
    0.8757   -1.2175   -0.5428
   -0.9401   -2.1076   -0.4579
   -0.3145   -0.5556   -0.5046
   -1.7247    1.9279   -0.1340
    1.5159   -1.2175   -0.0558
   -1.1186    1.9279    0.4465
    2.6557    0.2967   -0.2550
    1.2983    1.1519    0.2347
   -2.0126    1.5818   -0.3895
    2.6557   -2.7585    0.3459
   -1.1186    2.5090    0.2485
    2.6557   -0.8417    0.6444
   -1.6126    0.6294   -0.0254
   -1.1186    1.1519    0.4287
    0.3119    1.5818    0.8980
   -2.9031   -2.7585    0.3968
    2.6557   -0.3094    0.2632
    0.8757    0.6294    0.3576
    1.9283   -1.6039    0.3335
    1.9283   -2.7585    0.1283
   -1.1186    0.9298    0.3379
    2.6557    2.5090   -0.5443
   -0.9401   -3.0138   -0.0819
   -0.3145   -0.8417   -0.7272
    1.5159   -0.5556   -0.0317
   -2.2586   -1.2175    0.5524
    0.8757    2.8169    0.2205
    2.5464         0         0
   -2.0126   -3.0138    0.0502
    0.6334    1.5818    0.8409
   -2.7707    0.6294   -0.5525
   -2.2586    2.7486   -0.2607
         0         0         0
    2.2922    2.7486   -0.2345
    0.3119   -1.7989   -1.0108
   -1.6126    2.7486   -0.0153
    2.5464    2.5090   -0.5059
   -1.7247    1.5818   -0.1502
   -2.0126    1.9279   -0.3612
   -2.9031    2.8169   -0.2969
    2.5464   -2.2443    0.6391
   -1.6126   -0.3094    0.0117
   -2.7707   -3.0138    0.1244
   -2.7707    1.5818   -0.9932
    0.8757   -0.8417   -0.4886
   -0.9401    2.5090    0.3694
   -1.1186   -1.2175   -0.4433
    2.6557   -2.2443    0.7595
   -2.9031    1.7479   -1.0149
    0.6334    1.7479    0.7331
    0.8757    2.7486    0.2568
    1.2983    1.7479    0.2881
   -0.6367    1.9279    0.7939
   -2.7707         0         0
   -2.2586   -3.0138    0.0781
   -2.2586   -0.5556    0.3235
   -0.9401    1.1519    0.5684
    2.5464   -0.3094    0.2739
   -0.3145   -0.3094   -0.2904
    0.8757   -2.2443   -0.5255
   -2.9031    2.5090   -0.5816
   -0.3145   -2.1076   -0.7444
   -0.6367   -0.3094   -0.2602
    0.8757   -3.0138   -0.0739
    1.2983   -2.2443   -0.1930
    2.2922    1.9279   -0.6308
    3.0618   -1.7989    0.8964
    1.9283    1.7479   -0.3419
   -2.0126   -1.6039    0.3889
    3.0618    0.2967   -0.2660
    3.0618   -1.2175    0.9291
   -2.9031    0.2967   -0.2720
   -1.6126    0.9298   -0.0351
    1.9283    1.9279   -0.3112
    1.9283   -2.1076    0.2960
    2.2922   -0.3094    0.2188
    1.9283    1.1519   -0.3445
   -2.0126   -2.1076    0.4026
         0   -1.7989   -0.9832
    2.6557   -0.5556    0.4388
   -1.6126    1.9279   -0.0397
    2.2922   -1.6039    0.6024
   -1.6126    2.8169   -0.0141
   -2.7707   -2.1076    0.8631
    1.2983   -1.7989   -0.2439
   -1.1186    1.5818    0.4704
         0    1.1519    0.8686
    2.2922   -1.7989    0.6708
    0.6334    2.5090    0.5114
    0.6334    2.8169    0.2661
   -2.7707   -0.3094    0.2947
    3.0618         0         0
    3.0618   -3.0138    0.1238
    1.2983   -0.8417   -0.1847
   -0.3145   -2.2443   -0.6774
   -0.3145    1.7479    0.8478
    1.9283    2.7486   -0.1207
   -1.6126    0.2967   -0.0111
    0.3119    0.6294    0.5905
   -1.7247    1.1519   -0.1481
    3.0618    1.1519   -0.8343
   -0.3145    1.1519    0.7980
   -1.7247    2.7486   -0.0558
   -2.9031   -3.0138    0.1357
   -0.3145         0         0
   -2.0126   -1.2175    0.3942
   -1.7247   -2.2443    0.1297
    1.5159    2.7486    0.0202
   -1.7247    0.6294   -0.0851
    0.8757    1.1519    0.6193
   -2.0126    0.2967   -0.1269
   -1.6126         0         0
    0.6334   -0.8417   -0.6151
    2.5464   -1.2175    0.7125
    0.3119   -2.1076   -0.8104
   -2.0126    2.8169   -0.1422
    0.8757   -2.1076   -0.5427
    1.9283   -0.5556    0.1885
    1.2983   -3.0138   -0.0324
    1.9283   -0.8417    0.2435
    0.8757    1.7479    0.6144
   -0.6367   -1.7989   -0.7655
    1.5159   -2.7585   -0.0221
   -2.9031   -1.2175    0.9290
   -1.7247   -1.2175    0.1340
    0.6334   -1.7989   -0.8434
   -1.6126   -3.0138    0.0052
    1.9283   -3.0138    0.0442
   -0.3145    1.5818    0.9819
   -2.7707    1.7479   -0.9217
         0   -0.8417   -0.7375
    2.6557         0         0
   -0.9401   -0.8417   -0.4339
         0   -2.1076   -0.8355
    3.0618    0.6294   -0.6012
    1.5159    2.5090    0.0329
    1.2983    0.6294    0.1470
   -0.9401   -1.6039   -0.5728
   -0.6367    0.2967    0.2579
   -0.9401   -2.2443   -0.4616
   -0.6367    1.7479    0.8509
         0    2.7486    0.3814
   -1.7247   -1.6039    0.1575
    0.6334    0.6294    0.4326
   -1.6126   -2.1076    0.0366
    2.5464   -2.7585    0.2812
   -1.6126   -2.7585    0.0172
    0.8757   -1.7989   -0.6800
   -1.7247   -2.1076    0.1247
    2.6557    1.7479   -0.9063
   -2.2586   -1.7989    0.6758
   -0.6367    1.1519    0.6882
   -2.9031    2.7486   -0.3884
    0.6334    0.2967    0.2302
         0   -1.2175   -1.0210
    3.0618    1.9279   -0.9823
    2.2922   -2.2443    0.5161
   -0.9401   -0.5556   -0.3176
   -2.2586    2.8169   -0.1937
    1.5159    0.6294    0.0292
   -0.9401    2.8169    0.2000
   -2.7707    0.2967   -0.2860
    2.2922         0         0
    2.5464    0.2967   -0.2260
    2.6557    0.9298   -0.7097
   -2.9031   -0.8417    0.7432
   -2.2586    1.5818   -0.6646
    2.6557    2.7486   -0.3498
