      x1        x2         z
   -0.8614    2.1697   -3.2963
    1.9326   -0.3083    0.0922
    1.9326         0         0
   -2.6090    2.1697   -2.2324
   -0.6029    1.1955   -0.7564
    2.5560   -2.6738    3.6103
   -2.8625    2.1697   -1.3286
         0    2.0340         0
   -0.6029   -0.6056   -0.1982
   -1.5209   -2.1487   -4.8984
    0.2919    2.7781    2.1919
    1.3042   -1.5334    2.4419
   -0.2832    0.9247   -0.2202
    1.6335    1.3639    1.6819
   -0.8614   -0.6056   -0.2771
    0.2919   -0.3083    0.0267
    1.6335    2.1697    4.6175
   -0.6029   -1.2848   -1.0163
   -1.2405   -0.6056   -0.3496
   -0.2832   -2.7618   -1.9328
   -1.9530   -2.7618   -7.2608
    1.3042    3.0298    8.6426
   -2.5647   -2.3049   -2.6408
   -2.6090   -2.6738   -3.6941
   -1.5209         0         0
   -1.5209    0.9247   -0.7863
    2.5560    1.8182    1.7035
    2.5853    3.0298    4.6789
    0.2919   -0.9637    0.2563
   -1.5209    2.0340   -4.1403
   -2.5647    1.1955   -0.7888
    0.2919   -2.1487    1.4416
    3.0164   -2.3049    0.7089
    1.9326    2.7781    7.0031
    2.5560   -2.7618    4.5983
   -1.9530   -1.7491   -3.0947
    1.6335   -1.2848    1.5216
    1.9256   -1.2848    1.6866
   -1.5209    3.0298   -9.1085
    1.3042   -2.1487    4.6456
    1.6335   -0.3083    0.0895
    1.3042         0         0
    1.6335         0         0
    0.8891   -2.6738    5.3945
   -1.7004   -2.1487   -4.8593
    0.2919   -1.7491    0.9042
   -2.6090    3.0298   -4.5224
    0.8891    2.0340    3.3409
    0.8891    1.8182    2.4107
    0.5988    3.0298    5.5706
   -0.6029    2.0340   -2.3547
         0   -2.7618         0
    2.5853    2.1697    2.3628
   -0.8614   -2.1487   -3.3636
   -1.9530   -2.1487   -4.5983
   -0.6029    0.5414   -0.1630
   -2.8625    1.3639   -0.5143
    1.9256    3.0298    8.1400
    0.2919    1.8182    0.9161
   -1.7004   -1.5334   -2.5084
   -0.8614   -1.7491   -2.2155
    0.2919    2.0340    1.2868
   -0.6029   -2.7618   -4.0460
    2.5560   -1.7491    1.6557
   -2.5647         0         0
    0.2919   -0.6056    0.1000
   -1.5209   -1.5334   -2.3122
    0.5988    0.5414    0.1716
    0.8891   -0.6056    0.2827
    1.9256         0         0
    0.5988   -0.6056    0.2001
    1.3042   -1.7491    2.7552
   -1.2405   -2.1487   -4.2936
    1.3042    2.0340    4.3585
   -2.8625    3.0298   -2.6060
    2.5560   -1.5334    1.3268
    0.8891    0.2747    0.0582
    1.9256   -2.1487    4.6224
    3.0164    1.8182    0.3840
    0.2919    3.0298    2.4146
    3.0164    2.1697    0.6190
    1.3042    2.1697    4.8809
    1.9326   -2.3049    5.0494
   -1.7004   -1.7491   -2.7497
    0.2919    2.1697    1.4625
   -0.8614    2.0340   -3.0352
   -0.2832    0.2747   -0.0195
    0.5988   -1.2848    1.0179
   -1.5209    1.1955   -1.3762
    2.5853   -0.3083    0.0478
   -2.5647   -1.7491   -1.6596
    0.2919    1.1955    0.4333
    0.2919         0         0
   -0.2832   -2.6738   -1.8885
         0   -0.9637         0
    1.6335   -1.5334    2.5691
   -2.6090    1.8182   -1.7834
   -1.7004    1.8182   -3.2858
         0   -1.7491         0
         0   -2.1487         0
   -2.5647    3.0298   -4.8610
    1.9256   -0.3083    0.0855
    2.5560    0.9247    0.4959
