      x1        x2         z
    0.8010   -1.1440   -0.2772
    1.3614   -1.7458   -0.0138
    1.3614    0.3689    0.0922
    2.1163    1.0199    0.0072
   -1.7202   -1.7458   -0.0051
   -1.0969         0         0
   -0.7881    1.9573    0.0211
         0    0.3689    0.6299
   -0.4071   -1.0446   -0.4584
   -0.9249   -0.1999   -0.1523
   -1.9066    0.3689    0.0179
    0.1872         0         0
    1.3085   -0.3841   -0.1096
   -0.7881   -0.8098   -0.3898
    1.3614   -1.4458   -0.0354
    0.9437   -0.1999   -0.1452
         0   -1.7458   -0.0964
    1.3085         0         0
    1.5867   -1.1440   -0.0434
    1.5867    1.7047    0.0084
    0.4345    0.8794    0.6211
    0.4345   -0.3841   -0.5763
    1.5867   -1.8447   -0.0052
    1.3085    1.0199    0.1135
   -0.4071         0         0
    1.5867   -1.0446   -0.0446
    1.9191   -1.1440   -0.0118
    0.6109    0.5490    0.5500
   -1.9888   -0.6568   -0.0138
   -1.9888   -1.7458   -0.0019
    0.8010   -1.7458   -0.0467
   -0.9249   -0.6568   -0.3504
   -0.1989    1.5012    0.2101
   -0.7881    1.5012    0.1222
   -1.9888    1.0199    0.0125
    0.8010   -0.1999   -0.2113
   -1.0969    1.7047    0.0315
   -1.7202    1.8143    0.0038
    0.9437    1.2694    0.1680
    0.8010    1.9573    0.0232
    0.1872   -0.6568   -0.7959
    0.4345    1.0199    0.5248
   -1.4482   -0.8098   -0.0931
   -1.4482    0.1830    0.0467
    0.4345    1.2694    0.2877
    2.1163   -0.3841   -0.0067
   -0.6339   -1.4458   -0.1774
   -1.7202   -1.1440   -0.0252
    1.3085   -0.6568   -0.1299
   -0.1989         0         0
    1.9191   -1.8447   -0.0015
   -0.1989   -1.7458   -0.0931
    1.3085    1.9573    0.0079
   -0.7881         0         0
   -1.7202    1.0199    0.0339
    1.3614         0         0
   -1.0969    1.5012    0.0583
    0.8010    0.3689    0.3284
   -1.0969    1.9573    0.0127
    1.5867   -1.7458   -0.0074
   -0.4071    1.2694    0.3412
   -0.9249   -1.9764   -0.0164
    0.9437   -1.4458   -0.1009
    1.3614    1.0199    0.0909
   -0.4071    0.5490    0.6203
    1.9191   -1.0446   -0.0132
    0.8010    1.0199    0.3249
    1.3614    1.8143    0.0106
    1.9191   -1.9764   -0.0010
   -0.9249   -1.7458   -0.0394
    0.4345    1.5012    0.1773
   -1.4482   -1.1440   -0.0558
    0.4345    1.7047    0.0969
    0.8010   -0.8098   -0.4050
    1.5867   -0.3841   -0.0502
   -0.4071   -1.7458   -0.0814
   -1.0969   -0.8098   -0.2242
   -1.4482    1.5012    0.0282
   -1.0969    0.1830    0.0954
   -1.9888    1.8143    0.0013
    2.1163    0.8794    0.0089
   -0.9249   -1.4458   -0.1133
    1.3085   -1.9764   -0.0062
   -0.4071   -1.8447   -0.0563
    0.6109    1.8143    0.0491
    0.9437   -0.6568   -0.2966
    0.6109   -1.9764   -0.0242
   -1.9066   -1.9764   -0.0009
   -0.4071    1.9573    0.0334
    2.1163   -0.6568   -0.0085
    2.1163   -1.7458   -0.0010
   -0.1989   -1.1440   -0.4431
    1.3614   -1.9764   -0.0060
    0.4345    1.8143    0.0598
    1.9191    1.7047    0.0029
    1.3614   -0.1999   -0.0583
    0.4345    1.9573    0.0334
    0.6109   -0.3841   -0.4310
    0.6109   -1.4458   -0.1848
   -1.0969    0.5490    0.2188
    0.6109   -0.8098   -0.5196
    1.9191    1.0199    0.0161
   -1.7202   -0.8098   -0.0378
    0.6109   -1.1440   -0.3076
    2.1163    0.3689    0.0077
   -0.7881    1.7047    0.0630
    1.3085    0.5490    0.1282
   -0.4071   -1.4458   -0.2002
   -0.6339    0.1830    0.2363
   -0.4071   -0.6568   -0.6173
   -1.4482   -1.9764   -0.0048
    0.8010    0.5490    0.4213
    1.5867    1.9573    0.0035
   -1.4482   -1.4458   -0.0280
    1.3614    0.1830    0.0537
   -0.6339   -1.9764   -0.0256
    1.3085   -1.0446   -0.1049
   -1.4482   -0.1999   -0.0441
   -0.1989    1.2694    0.3555
    0.9437    1.5012    0.0808
    0.1872   -1.4458   -0.2227
   -1.9066   -1.0446   -0.0167
   -0.6339    1.8143    0.0526
    1.5867    0.8794    0.0625
         0    1.9573    0.0396
         0         0         0
    0.8010    0.8794    0.3579
   -1.9066    1.8143    0.0019
    1.5867    0.3689    0.0500
   -1.9888    1.7047    0.0019
    0.1872   -0.1999   -0.3533
    0.8010   -1.8447   -0.0314
    1.3614    1.5012    0.0334
         0    1.2694    0.3540
         0   -0.3841   -0.6944
    2.1163         0         0
    1.9191   -0.3841   -0.0175
    0.9437    0.3689    0.2392
    0.8010    0.1830    0.1724
   -0.9249    0.3689    0.2745
    1.9191   -0.8098   -0.0181
    0.9437   -0.8098   -0.3035
    0.4345   -1.9764   -0.0302
    0.4345         0         0
    0.1872   -1.7458   -0.0921
   -1.9066   -0.1999   -0.0097
    1.9191   -1.7458   -0.0024
    1.3085    1.8143    0.0131
   -1.9888    1.2694    0.0080
    1.5867    0.5490    0.0667
   -1.7202   -0.6568   -0.0452
   -0.6339   -1.8447   -0.0397
   -0.6339   -0.3841   -0.4435
    1.3085    0.3689    0.1216
   -0.7881   -0.1999   -0.2148
   -1.0969    0.8794    0.2215
   -1.0969   -1.4458   -0.0675
    0.9437    1.9573    0.0181
   -1.9066    1.9573    0.0011
   -0.6339   -0.8098   -0.4778
   -1.4482   -1.7458   -0.0112
    1.3085   -0.1999   -0.0723
   -1.9888   -1.0446   -0.0113
   -1.9888    1.9573    0.0008
   -0.6339   -0.1999   -0.2308
    2.1163   -1.8447   -0.0007
   -1.9888         0         0
   -1.0969   -1.0446   -0.1678
    0.1872   -1.8447   -0.0619
   -0.7881   -1.4458   -0.1364
    0.8010    1.5012    0.1118
   -1.9066    1.0199    0.0149
    2.1163    1.8143    0.0008
    0.1872   -0.8098   -0.7897
    0.8010   -0.3841   -0.3194
   -0.1989    1.7047    0.1138
   -1.4482    1.0199    0.0675
    0.9437    0.5490    0.3350
   -1.9066   -1.1440   -0.0129
   -0.1989   -1.4458   -0.2584
    1.9191   -0.6568   -0.0212
    0.8010    1.7047    0.0593
   -1.9066    0.8794    0.0175
   -0.4071   -0.3841   -0.5991
    1.3614   -1.1440   -0.0789
         0    1.7047    0.0977
   -0.1989    1.8143    0.0717
    0.6109    1.0199    0.3832
   -1.9066   -0.8098   -0.0208
    1.3614    1.2694    0.0624
    1.9191   -1.4458   -0.0063
   -0.6339    1.9573    0.0287
   -0.1989   -0.8098   -0.6955
   -0.6339    1.5012    0.1378
   -1.4482   -0.6568   -0.0893
   -1.7202    1.7047    0.0054
    1.3614    0.5490    0.1276
   -1.9066   -1.8447   -0.0018
    0.6109   -1.8447   -0.0483
    1.9191   -0.1999   -0.0105
   -1.0969   -1.9764   -0.0111
    2.1163   -0.8098   -0.0078
         0    1.5012    0.2108
         0   -1.1440   -0.4790
    0.4345   -1.8447   -0.0535
    0.1872   -1.0446   -0.5073
         0   -1.4458   -0.2456
    0.9437    1.7047    0.0455
   -1.9066    0.1830    0.0099
   -0.7881   -0.3841   -0.3658
    0.6109    1.7047    0.0784
    1.3614   -0.3841   -0.1078
   -0.7881   -1.8447   -0.0321
    0.4345    0.1830    0.2721
   -1.4482    1.8143    0.0096
   -1.9888    1.5012    0.0037
   -0.7881    1.2694    0.1848
    0.9437   -1.7458   -0.0358
         0   -0.6568   -0.7215
    1.5867    0.1830    0.0306
   -0.1989   -1.9764   -0.0338
    1.9191    1.9573    0.0009
   -0.6339    1.2694    0.2344
   -1.0969   -0.6568   -0.2244
   -1.0969    1.0199    0.1716
    1.9191    0.8794    0.0190
   -0.6339   -0.6568   -0.5417
   -1.4482    0.5490    0.0884
    0.1872   -1.9764   -0.0368
    1.3085    1.7047    0.0212
    1.3614   -0.6568   -0.1147
    0.9437   -1.0446   -0.2527
   -1.9066    1.2694    0.0106
   -1.9888   -1.9764   -0.0007
    0.9437    0.1830    0.1501
    0.6109         0         0
   -1.7202    0.5490    0.0411
   -0.6339   -1.7458   -0.0588
    1.3614   -1.0446   -0.0823
   -0.7881   -1.0446   -0.3324
         0   -1.8447   -0.0686
   -1.4482    1.7047    0.0145
   -0.6339   -1.0446   -0.3791
    1.5867    1.2694    0.0289
    2.1163    1.9573    0.0005
    0.1872   -1.1440   -0.4405
    0.1872    1.7047    0.1052
    0.9437   -1.8447   -0.0288
   -0.7881   -1.1440   -0.2498
    0.9437   -1.1440   -0.2070
   -1.7202    0.1830    0.0193
   -1.0969   -1.1440   -0.1516
    0.1872    1.0199    0.5244
   -0.6339         0         0
   -1.9888    0.1830    0.0064
   -1.0969    1.2694    0.1091
   -0.9249   -0.8098   -0.3279
   -1.9066   -1.4458   -0.0060
   -0.9249    1.2694    0.1516
   -1.9888   -0.1999   -0.0072
         0    1.0199    0.6245
    0.4345   -0.6568   -0.6991
   -1.0969   -1.7458   -0.0262
   -1.9888   -0.8098   -0.0130
    1.5867   -0.6568   -0.0621
   -1.9066    1.5012    0.0060
   -0.9249    0.8794    0.2746
   -0.7881   -1.7458   -0.0478
    1.5867    1.8143    0.0059
   -1.9066         0         0
    0.8010   -1.0446   -0.2848
   -1.9888    0.5490    0.0160
    1.3614   -1.8447   -0.0106
    1.9191    1.5012    0.0050
    0.1872    0.8794    0.7460
   -0.7881   -1.9764   -0.0213
   -0.7881    0.1830    0.1796
   -1.9888    0.3689    0.0123
    0.9437   -1.9764   -0.0156
    0.9437    1.0199    0.2628
         0   -0.8098   -0.6915
   -0.7881    0.3689    0.3541
    0.1872    1.5012    0.2140
   -0.1989   -0.6568   -0.8009
   -0.1989    1.9573    0.0387
   -0.4071   -1.9764   -0.0328
   -0.9249   -1.8447   -0.0259
   -0.7881    1.8143    0.0403
   -0.9249    0.5490    0.3118
   -0.4071   -1.1440   -0.4361
   -1.7202         0         0
   -1.4482    0.3689    0.0776
    1.3085   -1.8447   -0.0109
    0.1872    1.2694    0.3785
         0    0.1830    0.3464
   -0.9249    1.7047    0.0495
   -0.6339    0.5490    0.4772
   -1.9888    0.8794    0.0140
    0.1872   -0.3841   -0.6311
